DATE,festival_name,tithi,hindu_month,price,is_festival
2012-09-08,,,,820,0
2012-09-09,,,,620,0
2012-09-10,,,,660,0
2012-09-11,,,,520,0
2012-09-12,,,,310,0
2012-09-13,,,,270,0
2012-09-14,,,,230,0
2012-09-15,,,,230,0
2012-09-16,,,,270,0
2012-09-17,,,,350,0
2012-09-18,,,,290,0
2012-09-19,Ganesh Chaturthi,Shukla Chaturthi,Bhadrapada,230,1
2012-09-20,,,,230,0
2012-09-21,,,,230,0
2012-09-22,,,,520,0
2012-09-23,,,,230,0
2012-09-24,,,,250,0
2012-09-25,,,,210,0
2012-09-26,,,,420,0
2012-09-27,,,,520,0
2012-09-28,,,,540,0
2012-09-29,Anant Chaturdashi | Ganesh Visarjan,Shukla Chaturdashi,Bhadrapada,610,1
2012-09-30,,,,270,0
2012-10-01,,,,270,0
2012-10-02,,,,130,0
2012-10-03,,,,150,0
2012-10-04,,,,170,0
2012-10-05,,,,130,0
2012-10-06,,,,90,0
2012-10-07,,,,110,0
2012-10-08,,,,170,0
2012-10-09,,,,90,0
2012-10-10,,,,90,0
2012-10-11,,,,170,0
2012-10-12,,,,150,0
2012-10-13,,,,190,0
2012-10-14,,,,250,0
2012-10-15,,,,250,0
2012-10-16,Navratri Begins,Shukla Pratipada,Ashwina,420,1
2012-10-17,,,,420,0
2012-10-18,,,,440,0
2012-10-19,,,,560,0
2012-10-20,,,,720,0
2012-10-21,Saraswati Puja,Purva Ashadha Nakshatra,Ashwina,820,1
2012-10-22,Durga Ashtami,Shukla Ashtami,Ashwina,820,1
2012-10-23,,,,820,0
2012-10-24,Dussehra | Vijayadashami,Shukla Dashami,Ashwina,820,1
2012-10-25,,,,820,0
2012-10-26,,,,820,0
2012-10-27,,,,820,0
2012-10-28,,,,820,0
2012-10-29,,,,820,0
2012-10-30,,,,660,0
2012-10-31,,,,820,0
2012-11-01,,,,820,0
2012-11-02,,,,620,0
2012-11-03,,,,330,0
2012-11-04,,,,370,0
2012-11-05,,,,270,0
2012-11-06,,,,170,0
2012-11-07,,,,210,0
2012-11-08,,,,230,0
2012-11-09,,,,250,0
2012-11-10,,,,420,0
2012-11-11,,,,270,0
2012-11-12,,,,520,0
2012-11-13,Diwali | Lakshmi Puja,Krishna Amavasya,Kartika,310,1
2012-11-14,,,,310,0
2012-11-15,,,,460,0
2012-11-16,,,,820,0
2012-11-17,,,,820,0
2012-11-18,,,,420,0
2012-11-19,,,,250,0
2012-11-20,,,,290,0
2012-11-21,,,,350,0
2012-11-22,,,,820,0
2012-11-23,,,,420,0
2012-11-24,,,,460,0
2012-11-25,Tulasi Vivah,Shukla Dwadashi,Kartika,460,1
2012-11-26,,,,370,0
2012-11-27,,,,520,0
2012-11-28,,,,820,0
2012-11-29,,,,820,0
2012-11-30,,,,820,0
2012-12-01,,,,820,0
2012-12-02,,,,820,0
2012-12-03,,,,820,0
2012-12-04,,,,820,0
2012-12-05,,,,420,0
2012-12-06,,,,420,0
2012-12-07,,,,420,0
2012-12-08,,,,820,0
2012-12-09,,,,330,0
2012-12-10,,,,310,0
2012-12-11,,,,330,0
2012-12-12,,,,370,0
2012-12-13,,,,720,0
2012-12-14,,,,820,0
2012-12-15,,,,820,0
2012-12-16,,,,670,0
2012-12-17,,,,370,0
2012-12-18,,,,290,0
2012-12-19,,,,520,0
2012-12-20,,,,390,0
2012-12-21,,,,330,0
2012-12-22,,,,330,0
2012-12-23,,,,210,0
2012-12-24,,,,230,0
2012-12-25,Christmas,,Pausha,820,1
2012-12-26,,,,820,0
2012-12-27,,,,720,0
2012-12-28,,,,660,0
2012-12-29,,,,820,0
2012-12-30,,,,620,0
2012-12-31,,,,420,0
2013-01-01,,,,420,0
2013-01-02,,,,620,0
2013-01-03,,,,560,0
2013-01-04,,,,820,0
2013-01-05,,,,820,0
2013-01-06,,,,620,0
2013-01-07,,,,520,0
2013-01-08,,,,330,0
2013-01-09,,,,350,0
2013-01-10,,,,370,0
2013-01-11,,,,460,0
2013-01-12,,,,720,0
2013-01-13,,,,620,0
2013-01-14,Makara Sankranti,Dhanu to Makara transit of Sun,Pausha,460,1
2013-01-15,,,,620,0
2013-01-16,,,,820,0
2013-01-17,,,,820,0
2013-01-18,,,,720,0
2013-01-19,,,,520,0
2013-01-20,,,,370,0
2013-01-21,,,,390,0
2013-01-22,,,,420,0
2013-01-23,,,,330,0
2013-01-24,,,,390,0
2013-01-25,,,,520,0
2013-01-26,,,,620,0
2013-01-27,,,,290,0
2013-01-28,,,,250,0
2013-01-29,,,,250,0
2013-01-30,,,,270,0
2013-01-31,,,,420,0
2013-02-01,,,,620,0
2013-02-02,,,,420,0
2013-02-03,,,,210,0
2013-02-04,,,,230,0
2013-02-05,,,,170,0
2013-02-06,,,,210,0
2013-02-07,,,,250,0
2013-02-08,,,,270,0
2013-02-09,,,,350,0
2013-02-10,,,,420,0
2013-02-11,,,,440,0
2013-02-12,,,,720,0
2013-02-13,,,,820,0
2013-02-14,,,,820,0
2013-02-15,,,,440,0
2013-02-16,,,,460,0
2013-02-17,,,,460,0
2013-02-18,,,,620,0
2013-02-19,,,,620,0
2013-02-20,,,,250,0
2013-02-21,,,,370,0
2013-02-22,,,,310,0
2013-02-23,,,,370,0
2013-02-24,,,,390,0
2013-02-25,,,,390,0
2013-02-26,,,,250,0
2013-02-27,,,,210,0
2013-02-28,,,,210,0
2013-03-01,,,,210,0
2013-03-02,,,,210,0
2013-03-03,,,,170,0
2013-03-04,,,,130,0
2013-03-05,,,,110,0
2013-03-06,,,,130,0
2013-03-07,,,,130,0
2013-03-08,,,,130,0
2013-03-09,,,,150,0
2013-03-10,Maha Shivaratri,Krishna Chaturdashi,Phalguna,170,1
2013-03-11,,,,110,0
2013-03-12,,,,110,0
2013-03-13,,,,270,0
2013-03-14,,,,290,0
2013-03-15,,,,230,0
2013-03-16,,,,210,0
2013-03-17,,,,210,0
2013-03-18,,,,190,0
2013-03-19,,,,170,0
2013-03-20,,,,110,0
2013-03-21,,,,170,0
2013-03-22,,,,110,0
2013-03-23,,,,170,0
2013-03-24,,,,230,0
2013-03-25,,,,210,0
2013-03-26,,,,270,0
2013-03-27,,,,170,0
2013-03-28,,,,230,0
2013-03-29,,,,270,0
2013-03-30,,,,310,0
2013-03-31,,,,230,0
2013-04-01,,,,290,0
2013-04-02,,,,110,0
2013-04-03,,,,130,0
2013-04-04,,,,150,0
2013-04-05,,,,130,0
2013-04-06,,,,130,0
2013-04-07,,,,150,0
2013-04-08,,,,150,0
2013-04-09,,,,110,0
2013-04-10,,,,150,0
2013-04-11,Ugadi,Shukla Pratipada,Chaitra,210,1
2013-04-12,,,,190,0
2013-04-13,,,,420,0
2013-04-14,,,,250,0
2013-04-15,,,,150,0
2013-04-16,,,,150,0
2013-04-17,,,,250,0
2013-04-18,,,,270,0
2013-04-19,Rama Navami,Shukla Navami,Chaitra,520,1
2013-04-20,,,,440,0
2013-04-21,,,,270,0
2013-04-22,,,,290,0
2013-04-23,,,,310,0
2013-04-24,,,,620,0
2013-04-25,,,,420,0
2013-04-26,,,,390,0
2013-04-27,,,,460,0
2013-04-28,,,,620,0
2013-04-29,,,,270,0
2013-04-30,,,,520,0
2013-05-01,,,,420,0
2013-05-02,,,,420,0
2013-05-03,,,,210,0
2013-05-04,,,,150,0
2013-05-05,,,,90,0
2013-05-06,,,,110,0
2013-05-07,,,,150,0
2013-05-08,,,,170,0
2013-05-09,,,,170,0
2013-05-10,,,,190,0
2013-05-11,,,,620,0
2013-05-12,,,,460,0
2013-05-13,,,,420,0
2013-05-14,,,,420,0
2013-05-15,,,,390,0
2013-05-16,,,,370,0
2013-05-17,,,,310,0
2013-05-18,,,,270,0
2013-05-19,,,,310,0
2013-05-20,,,,170,0
2013-05-21,,,,150,0
2013-05-22,,,,310,0
2013-05-23,,,,150,0
2013-05-24,,,,150,0
2013-05-25,,,,170,0
2013-05-26,,,,190,0
2013-05-27,,,,170,0
2013-05-28,,,,190,0
2013-05-29,,,,150,0
2013-05-30,,,,210,0
2013-05-31,,,,210,0
2013-06-01,,,,390,0
2013-06-02,,,,390,0
2013-06-03,,,,190,0
2013-06-04,,,,150,0
2013-06-05,,,,110,0
2013-06-06,,,,130,0
2013-06-07,,,,170,0
2013-06-08,,,,290,0
2013-06-09,,,,150,0
2013-06-10,,,,130,0
2013-06-11,,,,150,0
2013-06-12,,,,210,0
2013-06-13,,,,330,0
2013-06-14,,,,170,0
2013-06-15,,,,150,0
2013-06-16,,,,70,0
2013-06-17,,,,70,0
2013-06-18,Ganga Dussehra,Shukla Dashami,Jyeshtha,70,1
2013-06-19,,,,90,0
2013-06-20,,,,70,0
2013-06-21,,,,70,0
2013-06-22,,,,90,0
2013-06-23,,,,110,0
2013-06-24,,,,90,0
2013-06-25,,,,90,0
2013-06-26,,,,110,0
2013-06-27,,,,210,0
2013-06-28,,,,230,0
2013-06-29,,,,270,0
2013-06-30,,,,270,0
2013-07-01,,,,310,0
2013-07-02,,,,210,0
2013-07-03,,,,310,0
2013-07-04,,,,420,0
2013-07-05,,,,620,0
2013-07-06,,,,350,0
2013-07-07,,,,520,0
2013-07-08,,,,720,0
2013-07-09,,,,820,0
2013-07-10,,,,820,0
2013-07-11,,,,820,0
2013-07-12,,,,820,0
2013-07-13,,,,820,0
2013-07-14,,,,820,0
2013-07-15,,,,820,0
2013-07-16,,,,520,0
2013-07-17,,,,350,0
2013-07-18,,,,350,0
2013-07-19,,,,370,0
2013-07-20,,,,270,0
2013-07-21,,,,210,0
2013-07-22,Guru Purnima,Shukla Purnima,Ashadha,170,1
2013-07-23,,,,270,0
2013-07-24,,,,170,0
2013-07-25,,,,190,0
2013-07-26,,,,130,0
2013-07-27,,,,210,0
2013-07-28,,,,190,0
2013-07-29,,,,210,0
2013-07-30,,,,170,0
2013-07-31,,,,130,0
2013-08-01,,,,210,0
2013-08-02,,,,330,0
2013-08-03,,,,310,0
2013-08-04,,,,520,0
2013-08-05,,,,460,0
2013-08-06,,,,620,0
2013-08-07,,,,520,0
2013-08-08,,,,420,0
2013-08-09,Eid ul-Fitr,,,520,1
2013-08-10,,,,560,0
2013-08-11,Nag Panchami,Shukla Panchami,Shravana,230,1
2013-08-12,,,,270,0
2013-08-13,,,,330,0
2013-08-14,,,,720,0
2013-08-15,,,,560,0
2013-08-16,Varalakshmi Vrat,Friday before Shravana Purnima,Shravana,720,1
2013-08-17,,,,820,0
2013-08-18,,,,820,0
2013-08-19,,,,720,0
2013-08-20,,,,660,0
2013-08-21,,,,620,0
2013-08-22,,,,820,0
2013-08-23,,,,820,0
2013-08-24,,,,820,0
2013-08-25,,,,720,0
2013-08-26,,,,660,0
2013-08-27,,,,560,0
2013-08-28,Krishna Janmashtami,Krishna Ashtami,Bhadrapada,820,1
2013-08-29,,,,620,0
2013-08-30,,,,330,0
2013-08-31,,,,420,0
2013-09-01,,,,250,0
2013-09-02,,,,210,0
2013-09-03,,,,210,0
2013-09-04,,,,290,0
2013-09-05,,,,520,0
2013-09-06,,,,520,0
2013-09-07,,,,820,0
2013-09-08,,,,820,0
2013-09-09,Ganesh Chaturthi,Shukla Chaturthi,Bhadrapada,330,1
2013-09-10,,,,270,0
2013-09-11,,,,210,0
2013-09-12,,,,330,0
2013-09-13,,,,270,0
2013-09-14,,,,330,0
2013-09-15,,,,460,0
2013-09-16,,,,420,0
2013-09-17,,,,310,0
2013-09-18,Anant Chaturdashi | Ganesh Visarjan,Shukla Chaturdashi,Bhadrapada,170,1
2013-09-19,,,,330,0
2013-09-20,,,,150,0
2013-09-21,,,,150,0
2013-09-22,,,,130,0
2013-09-23,,,,150,0
2013-09-24,,,,90,0
2013-09-25,,,,90,0
2013-09-26,,,,110,0
2013-09-27,,,,130,0
2013-09-28,,,,210,0
2013-09-29,,,,170,0
2013-09-30,,,,210,0
2013-10-01,,,,210,0
2013-10-02,,,,560,0
2013-10-03,,,,620,0
2013-10-04,,,,820,0
2013-10-05,Navratri Begins,Shukla Pratipada,Ashwina,820,1
2013-10-06,,,,820,0
2013-10-07,,,,820,0
2013-10-08,,,,820,0
2013-10-09,,,,820,0
2013-10-10,,,,820,0
2013-10-11,Saraswati Puja,Purva Ashadha Nakshatra,Ashwina,820,1
2013-10-12,Durga Ashtami,Shukla Ashtami,Ashwina,820,1
2013-10-13,Dussehra | Vijayadashami,Shukla Dashami,Ashwina,820,1
2013-10-14,,,,820,0
2013-10-15,,,,720,0
2013-10-16,,,,420,0
2013-10-17,,,,820,0
2013-10-18,,,,460,0
2013-10-19,,,,420,0
2013-10-20,,,,420,0
2013-10-21,,,,370,0
2013-10-22,,,,520,0
2013-10-23,,,,270,0
2013-10-24,,,,270,0
2013-10-25,,,,210,0
2013-10-26,,,,210,0
2013-10-27,,,,170,0
2013-10-28,,,,170,0
2013-10-29,,,,170,0
2013-10-30,,,,310,0
2013-10-31,,,,370,0
2013-11-01,,,,460,0
2013-11-02,,,,820,0
2013-11-03,Diwali | Lakshmi Puja,Krishna Amavasya,Kartika,820,1
2013-11-04,,,,460,0
2013-11-05,,,,520,0
2013-11-06,,,,820,0
2013-11-07,,,,720,0
2013-11-08,,,,820,0
2013-11-09,,,,820,0
2013-11-10,,,,520,0
2013-11-11,,,,520,0
2013-11-12,,,,460,0
2013-11-13,,,,820,0
2013-11-14,Tulasi Vivah,Shukla Dwadashi,Kartika,720,1
2013-11-15,,,,560,0
2013-11-16,,,,720,0
2013-11-17,,,,620,0
2013-11-18,,,,820,0
2013-11-19,,,,820,0
2013-11-20,,,,350,0
2013-11-21,,,,460,0
2013-11-22,,,,560,0
2013-11-23,,,,720,0
2013-11-24,,,,820,0
2013-11-25,,,,310,0
2013-11-26,,,,370,0
2013-11-27,,,,370,0
2013-11-28,,,,370,0
2013-11-29,,,,310,0
2013-11-30,,,,250,0
2013-12-01,,,,210,0
2013-12-02,,,,210,0
2013-12-03,,,,210,0
2013-12-04,,,,310,0
2013-12-05,,,,520,0
2013-12-06,,,,640,0
2013-12-07,,,,820,0
2013-12-08,,,,460,0
2013-12-09,,,,560,0
2013-12-10,,,,820,0
2013-12-11,,,,820,0
2013-12-12,,,,820,0
2013-12-13,,,,820,0
2013-12-14,,,,820,0
2013-12-15,,,,720,0
2013-12-16,,,,620,0
2013-12-17,,,,720,0
2013-12-18,,,,820,0
2013-12-19,,,,820,0
2013-12-20,,,,820,0
2013-12-21,,,,820,0
2013-12-22,,,,820,0
2013-12-23,,,,820,0
2013-12-24,,,,820,0
2013-12-25,Christmas,,Pausha,820,1
2013-12-26,,,,820,0
2013-12-27,,,,820,0
2013-12-28,,,,520,0
2013-12-29,,,,310,0
2013-12-30,,,,230,0
2013-12-31,,,,230,0
2014-01-01,,,,240,0
2014-01-02,,,,520,0
2014-01-03,,,,420,0
2014-01-04,,,,660,0
2014-01-05,,,,370,0
2014-01-06,,,,330,0
2014-01-07,,,,330,0
2014-01-08,,,,420,0
2014-01-09,,,,520,0
2014-01-10,,,,460,0
2014-01-11,,,,820,0
2014-01-12,,,,460,0
2014-01-13,,,,620,0
2014-01-14,Makara Sankranti,Dhanu to Makara transit of Sun,Pausha,520,1
2014-01-15,,,,520,0
2014-01-16,,,,820,0
2014-01-17,,,,820,0
2014-01-18,,,,820,0
2014-01-19,,,,560,0
2014-01-20,,,,460,0
2014-01-21,,,,460,0
2014-01-22,,,,820,0
2014-01-23,,,,660,0
2014-01-24,,,,620,0
2014-01-25,,,,820,0
2014-01-26,,,,310,0
2014-01-27,,,,250,0
2014-01-28,,,,230,0
2014-01-29,,,,210,0
2014-01-30,,,,230,0
2014-01-31,,,,290,0
2014-02-01,,,,620,0
2014-02-02,,,,330,0
2014-02-03,,,,210,0
2014-02-04,,,,310,0
2014-02-05,,,,210,0
2014-02-06,,,,290,0
2014-02-07,,,,270,0
2014-02-08,,,,820,0
2014-02-09,,,,270,0
2014-02-10,,,,270,0
2014-02-11,,,,270,0
2014-02-12,,,,370,0
2014-02-13,,,,420,0
2014-02-14,,,,420,0
2014-02-15,,,,390,0
2014-02-16,,,,520,0
2014-02-17,,,,520,0
2014-02-18,,,,620,0
2014-02-19,,,,460,0
2014-02-20,,,,460,0
2014-02-21,,,,390,0
2014-02-22,,,,520,0
2014-02-23,,,,560,0
2014-02-24,,,,330,0
2014-02-25,,,,210,0
2014-02-26,,,,210,0
2014-02-27,Maha Shivaratri,Krishna Chaturdashi,Phalguna,270,1
2014-02-28,,,,270,0
2014-03-01,,,,310,0
2014-03-02,,,,230,0
2014-03-03,,,,130,0
2014-03-04,,,,270,0
2014-03-05,,,,250,0
2014-03-06,,,,290,0
2014-03-07,,,,270,0
2014-03-08,,,,520,0
2014-03-09,,,,210,0
2014-03-10,,,,170,0
2014-03-11,,,,150,0
2014-03-12,,,,170,0
2014-03-13,,,,230,0
2014-03-14,,,,330,0
2014-03-15,,,,330,0
2014-03-16,,,,460,0
2014-03-17,,,,310,0
2014-03-18,,,,250,0
2014-03-19,,,,370,0
2014-03-20,,,,250,0
2014-03-21,,,,310,0
2014-03-22,,,,170,0
2014-03-23,,,,210,0
2014-03-24,,,,210,0
2014-03-25,,,,170,0
2014-03-26,,,,170,0
2014-03-27,,,,170,0
2014-03-28,,,,210,0
2014-03-29,,,,190,0
2014-03-30,,,,290,0
2014-03-31,Ugadi,Shukla Pratipada,Chaitra,250,1
2014-04-01,,,,230,0
2014-04-02,,,,150,0
2014-04-03,,,,170,0
2014-04-04,,,,210,0
2014-04-05,,,,210,0
2014-04-06,,,,290,0
2014-04-07,,,,250,0
2014-04-08,Rama Navami,Shukla Navami,Chaitra,230,1
2014-04-09,,,,210,0
2014-04-10,,,,250,0
2014-04-11,,,,310,0
2014-04-12,,,,330,0
2014-04-13,,,,390,0
2014-04-14,,,,370,0
2014-04-15,,,,370,0
2014-04-16,,,,170,0
2014-04-17,,,,170,0
2014-04-18,,,,210,0
2014-04-19,,,,420,0
2014-04-20,,,,190,0
2014-04-21,,,,130,0
2014-04-22,,,,150,0
2014-04-23,,,,310,0
2014-04-24,,,,250,0
2014-04-25,,,,150,0
2014-04-26,,,,230,0
2014-04-27,,,,250,0
2014-04-28,,,,190,0
2014-04-29,,,,190,0
2014-04-30,,,,330,0
2014-05-01,,,,420,0
2014-05-02,,,,270,0
2014-05-03,,,,350,0
2014-05-04,,,,460,0
2014-05-05,,,,330,0
2014-05-06,,,,230,0
2014-05-07,,,,390,0
2014-05-08,,,,390,0
2014-05-09,,,,420,0
2014-05-10,,,,560,0
2014-05-11,,,,560,0
2014-05-12,,,,310,0
2014-05-13,,,,390,0
2014-05-14,,,,460,0
2014-05-15,,,,210,0
2014-05-16,,,,150,0
2014-05-17,,,,270,0
2014-05-18,,,,390,0
2014-05-19,,,,150,0
2014-05-20,,,,170,0
2014-05-21,,,,210,0
2014-05-22,,,,290,0
2014-05-23,,,,230,0
2014-05-24,,,,210,0
2014-05-25,,,,170,0
2014-05-26,,,,110,0
2014-05-27,,,,90,0
2014-05-28,,,,90,0
2014-05-29,,,,190,0
2014-05-30,,,,130,0
2014-05-31,,,,150,0
2014-06-01,,,,110,0
2014-06-02,,,,90,0
2014-06-03,,,,90,0
2014-06-04,,,,110,0
2014-06-05,,,,90,0
2014-06-06,,,,110,0
2014-06-07,,,,190,0
2014-06-08,Ganga Dussehra,Shukla Dashami,Jyeshtha,150,1
2014-06-09,,,,110,0
2014-06-10,,,,110,0
2014-06-11,,,,190,0
2014-06-12,,,,170,0
2014-06-13,,,,230,0
2014-06-14,,,,250,0
2014-06-15,,,,390,0
2014-06-16,,,,190,0
2014-06-17,,,,90,0
2014-06-18,,,,130,0
2014-06-19,,,,150,0
2014-06-20,,,,190,0
2014-06-21,,,,210,0
2014-06-22,,,,90,0
2014-06-23,,,,130,0
2014-06-24,,,,90,0
2014-06-25,,,,90,0
2014-06-26,,,,110,0
2014-06-27,,,,170,0
2014-06-28,,,,150,0
2014-06-29,,,,150,0
2014-06-30,,,,150,0
2014-07-01,,,,110,0
2014-07-02,,,,110,0
2014-07-03,,,,130,0
2014-07-04,,,,10,0
2014-07-05,,,,150,0
2014-07-06,,,,130,0
2014-07-07,,,,90,0
2014-07-08,,,,90,0
2014-07-09,,,,90,0
2014-07-10,,,,150,0
2014-07-11,,,,190,0
2014-07-12,Guru Purnima,Shukla Purnima,Ashadha,230,1
2014-07-13,,,,210,0
2014-07-14,,,,370,0
2014-07-15,,,,310,0
2014-07-16,,,,270,0
2014-07-17,,,,270,0
2014-07-18,,,,190,0
2014-07-19,,,,170,0
2014-07-20,,,,150,0
2014-07-21,,,,170,0
2014-07-22,,,,190,0
2014-07-23,,,,150,0
2014-07-24,,,,190,0
2014-07-25,,,,230,0
2014-07-26,,,,230,0
2014-07-27,,,,330,0
2014-07-28,,,,420,0
2014-07-29,Eid ul-Fitr,,,330,1
2014-07-30,,,,420,0
2014-07-31,,,,520,0
2014-08-01,Nag Panchami,Shukla Panchami,Shravana,420,1
2014-08-02,,,,620,0
2014-08-03,,,,520,0
2014-08-04,,,,370,0
2014-08-05,,,,290,0
2014-08-06,,,,720,0
2014-08-07,,,,620,0
2014-08-08,Varalakshmi Vrat,Friday before Shravana Purnima,Shravana,820,1
2014-08-09,,,,820,0
2014-08-10,,,,820,0
2014-08-11,,,,820,0
2014-08-12,,,,820,0
2014-08-13,,,,820,0
2014-08-14,,,,820,0
2014-08-15,,,,820,0
2014-08-16,,,,820,0
2014-08-17,Janmashtami *Smarta,Krishna Ashtami,Bhadrapada,620,1
2014-08-18,Janmashtami *ISKCON,Krishna Ashtami,Bhadrapada,310,1
2014-08-19,,,,370,0
2014-08-20,,,,250,0
2014-08-21,,,,310,0
2014-08-22,,,,270,0
2014-08-23,,,,250,0
2014-08-24,,,,170,0
2014-08-25,,,,250,0
2014-08-26,,,,310,0
2014-08-27,,,,720,0
2014-08-28,,,,810,0
2014-08-29,Ganesh Chaturthi,Shukla Chaturthi,Bhadrapada,620,1
2014-08-30,,,,820,0
2014-08-31,,,,820,0
2014-09-01,,,,420,0
2014-09-02,,,,520,0
2014-09-03,,,,820,0
2014-09-04,,,,620,0
2014-09-05,,,,520,0
2014-09-06,,,,820,0
2014-09-07,,,,520,0
2014-09-08,Anant Chaturdashi | Ganesh Visarjan,Shukla Chaturdashi,Bhadrapada,310,1
2014-09-09,,,,250,0
2014-09-10,,,,230,0
2014-09-11,,,,230,0
2014-09-12,,,,170,0
2014-09-13,,,,130,0
2014-09-14,,,,210,0
2014-09-15,,,,250,0
2014-09-16,,,,210,0
2014-09-17,,,,170,0
2014-09-18,,,,290,0
2014-09-19,,,,230,0
2014-09-20,,,,250,0
2014-09-21,,,,270,0
2014-09-22,,,,420,0
2014-09-23,,,,330,0
2014-09-24,,,,820,0
2014-09-25,Navratri Begins,Shukla Pratipada,Ashwina,820,1
2014-09-26,,,,820,0
2014-09-27,,,,820,0
2014-09-28,,,,820,0
2014-09-29,,,,820,0
2014-09-30,,,,820,0
2014-10-01,,,,820,0
2014-10-02,Durga Ashtami | Saraswati Puja,Purva Ashadha Nakshatra | Shukla Ashtami,Ashwina,820,1
2014-10-03,Dussehra | Vijayadashami,Shukla Dashami,Ashwina,520,1
2014-10-04,,,,660,0
2014-10-05,,,,190,0
2014-10-06,,,,150,0
2014-10-07,,,,150,0
2014-10-08,,,,130,0
2014-10-09,,,,230,0
2014-10-10,,,,150,0
2014-10-11,,,,290,0
2014-10-12,,,,170,0
2014-10-13,,,,210,0
2014-10-14,,,,170,0
2014-10-15,,,,250,0
2014-10-16,,,,350,0
2014-10-17,,,,370,0
2014-10-18,,,,350,0
2014-10-19,,,,210,0
2014-10-20,,,,270,0
2014-10-21,,,,310,0
2014-10-22,,,,420,0
2014-10-23,Diwali | Lakshmi Puja,Krishna Amavasya,Kartika,330,1
2014-10-24,,,,460,0
2014-10-25,,,,620,0
2014-10-26,,,,290,0
2014-10-27,,,,310,0
2014-10-28,,,,210,0
2014-10-29,,,,190,0
2014-10-30,,,,250,0
2014-10-31,,,,310,0
2014-11-01,,,,370,0
2014-11-02,,,,150,0
2014-11-03,,,,250,0
2014-11-04,Tulasi Vivah,Shukla Dwadashi,Kartika,290,1
2014-11-05,,,,250,0
2014-11-06,,,,290,0
2014-11-07,,,,290,0
2014-11-08,,,,620,0
2014-11-09,,,,270,0
2014-11-10,,,,210,0
2014-11-11,,,,250,0
2014-11-12,,,,190,0
2014-11-13,,,,250,0
2014-11-14,,,,310,0
2014-11-15,,,,370,0
2014-11-16,,,,420,0
2014-11-17,,,,370,0
2014-11-18,,,,270,0
2014-11-19,,,,310,0
2014-11-20,,,,420,0
2014-11-21,,,,720,0
2014-11-22,,,,820,0
2014-11-23,,,,820,0
2014-11-24,,,,420,0
2014-11-25,,,,520,0
2014-11-26,,,,820,0
2014-11-27,,,,820,0
2014-11-28,,,,720,0
2014-11-29,,,,820,0
2014-11-30,,,,820,0
2014-12-01,,,,520,0
2014-12-02,,,,660,0
2014-12-03,,,,420,0
2014-12-04,,,,540,0
2014-12-05,,,,820,0
2014-12-06,,,,820,0
2014-12-07,,,,520,0
2014-12-08,,,,420,0
2014-12-09,,,,350,0
2014-12-10,,,,420,0
2014-12-11,,,,720,0
2014-12-12,,,,520,0
2014-12-13,,,,820,0
2014-12-14,,,,820,0
2014-12-15,,,,820,0
2014-12-16,,,,620,0
2014-12-17,,,,370,0
2014-12-18,,,,370,0
2014-12-19,,,,460,0
2014-12-20,,,,370,0
2014-12-21,,,,290,0
2014-12-22,,,,460,0
2014-12-23,,,,820,0
2014-12-24,,,,820,0
2014-12-25,Christmas,,Pausha,820,1
2014-12-26,,,,820,0
2014-12-27,,,,820,0
2014-12-28,,,,820,0
2014-12-29,,,,820,0
2014-12-30,,,,720,0
2014-12-31,,,,520,0
2015-01-01,,,,720,0
2015-01-02,,,,660,0
2015-01-03,,,,620,0
2015-01-04,,,,420,0
2015-01-05,,,,420,0
2015-01-06,,,,370,0
2015-01-07,,,,330,0
2015-01-08,,,,420,0
2015-01-09,,,,620,0
2015-01-10,,,,820,0
2015-01-11,,,,520,0
2015-01-12,,,,660,0
2015-01-13,,,,820,0
2015-01-14,,,,820,0
2015-01-15,Makara Sankranti,Dhanu to Makara transit of Sun,Magha,820,1
2015-01-16,,,,660,0
2015-01-17,,,,820,0
2015-01-18,,,,420,0
2015-01-19,,,,370,0
2015-01-20,,,,350,0
2015-01-21,,,,820,0
2015-01-22,,,,620,0
2015-01-23,,,,820,0
2015-01-24,,,,820,0
2015-01-25,,,,820,0
2015-01-26,,,,420,0
2015-01-27,,,,390,0
2015-01-28,,,,370,0
2015-01-29,,,,420,0
2015-01-30,,,,420,0
2015-01-31,,,,520,0
2015-02-01,,,,330,0
2015-02-02,,,,520,0
2015-02-03,,,,460,0
2015-02-04,,,,820,0
2015-02-05,,,,820,0
2015-02-06,,,,820,0
2015-02-07,,,,820,0
2015-02-08,,,,820,0
2015-02-09,,,,720,0
2015-02-10,,,,820,0
2015-02-11,,,,720,0
2015-02-12,,,,820,0
2015-02-13,,,,660,0
2015-02-14,,,,520,0
2015-02-15,,,,370,0
2015-02-16,,,,330,0
2015-02-17,Maha Shivaratri,Krishna Chaturdashi,Phalguna,290,1
2015-02-18,,,,330,0
2015-02-19,,,,230,0
2015-02-20,,,,230,0
2015-02-21,,,,620,0
2015-02-22,,,,250,0
2015-02-23,,,,310,0
2015-02-24,,,,270,0
2015-02-25,,,,420,0
2015-02-26,,,,310,0
2015-02-27,,,,350,0
2015-02-28,,,,390,0
2015-03-01,,,,210,0
2015-03-02,,,,230,0
2015-03-03,,,,270,0
2015-03-04,,,,290,0
2015-03-05,,,,520,0
2015-03-06,,,,460,0
2015-03-07,,,,430,0
2015-03-08,,,,350,0
2015-03-09,,,,230,0
2015-03-10,,,,210,0
